8642,037cfc70-c6dd-45ec-b249-b6e081eba20c,https://www.biodiversitylibrary.org/page/52527539,Lirula,\N,exigua,\N,\N,\N,"S. Kaneko, 2003",037cfc70-c6dd-45ec-b249-b6e081eba20c,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,2003,In: Mycoscience 44(4):337.,S. Kaneko,\N,\N,\N,337,44(4),2003
8644,024aeeb2-840e-4cb2-b146-7336fbb71edc,https://www.biodiversitylibrary.org/page/50110381,Lirula,\N,nervisequa,\N,\N,\N,"(DC.) Darker, 1967",024aeeb2-840e-4cb2-b146-7336fbb71edc,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45(8):1420.,G.D. Darker,\N,Can. J. Bot.,\N,1420,45(8),1967
8645,05c80d60-8adb-4016-9b77-6b7039f1ed5b,https://www.biodiversitylibrary.org/page/39007516,Lirula,\N,brevispora,\N,\N,\N,"Ziller, 1969",05c80d60-8adb-4016-9b77-6b7039f1ed5b,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1969,In: Can. J. Bot. 47:261.,W.G. Ziller,\N,Can. J. Bot.,\N,261,47,1969
8646,5f5a4467-5f21-4566-94d4-fecdf4585163,https://www.biodiversitylibrary.org/page/31240810,Lirula,\N,abietis-concoloris,\N,\N,\N,"(Mayr) Darker, 1967",5f5a4467-5f21-4566-94d4-fecdf4585163,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1421.,G.D. Darker,\N,Can. J. Bot.,\N,1421,45,1967
8647,787d2679-0099-4328-a1c7-dab228d2e828,https://www.biodiversitylibrary.org/page/33787922,Lirula,\N,macrospora,\N,\N,\N,"(R. Hartig) Darker, 1967",787d2679-0099-4328-a1c7-dab228d2e828,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1422.,G.D. Darker,\N,Can. J. Bot.,\N,1422,45,1967
8648,6363ed98-9b41-45c4-aa8d-de8cb1d90c9f,https://www.biodiversitylibrary.org/page/56719450,Lirula,\N,mirabilis,\N,\N,\N,"(Darker) Darker, 1967",6363ed98-9b41-45c4-aa8d-de8cb1d90c9f,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1422.,G.D. Darker,\N,Can. J. Bot.,\N,1422,45,1967
8649,9b4b7a5c-1b41-4b86-bc1c-4f4451e13e91,https://www.biodiversitylibrary.org/page/56719430,Lirula,\N,nervata,\N,\N,\N,"(Darker) Darker, 1967",9b4b7a5c-1b41-4b86-bc1c-4f4451e13e91,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1422.,G.D. Darker,\N,Can. J. Bot.,\N,1422,45,1967
8650,1ad3492e-fb7f-481d-9913-c73c30490079,https://www.biodiversitylibrary.org/page/56719426,Lirula,\N,punctata,\N,\N,\N,"(Darker) Darker, 1967",1ad3492e-fb7f-481d-9913-c73c30490079,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1422.,G.D. Darker,\N,Can. J. Bot.,\N,1422,45,1967
8652,061c4b00-478e-44b6-a87c-9ca0cd08c380,https://www.biodiversitylibrary.org/page/57091462,Isthmiella,\N,faullii,\N,\N,\N,"(Darker) Darker, 1967",061c4b00-478e-44b6-a87c-9ca0cd08c380,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1420.,G.D. Darker,\N,Can. J. Bot.,\N,1420,45,1967
8653,d1849866-3ef4-4eb8-becb-0042e3bced16,https://www.biodiversitylibrary.org/page/56719446,Isthmiella,\N,crepidiformis,\N,\N,\N,"(Darker) Darker, 1967",d1849866-3ef4-4eb8-becb-0042e3bced16,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1420.,G.D. Darker,\N,Can. J. Bot.,\N,1420,45,1967
8654,f7c01e5b-ca62-4bb0-b64b-7316b9381d64,https://www.biodiversitylibrary.org/page/45400233,Isthmiella,\N,abietis,\N,\N,\N,"(Dearn.) Darker, 1967",f7c01e5b-ca62-4bb0-b64b-7316b9381d64,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1967,In: Can. J. Bot. 45:1420.,G.D. Darker,\N,Can. J. Bot.,\N,1420,45,1967
8655,14a0f296-f0cd-436d-ad3d-b4cdc50fd327,https://www.biodiversitylibrary.org/page/33736465,Ceratophacidium,\N,aristosporum,\N,\N,\N,"(Bonar) J. Reid & Piroz., 1966",14a0f296-f0cd-436d-ad3d-b4cdc50fd327,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1966,In: Can. J. Bot. 44(5):645.,J. Reid & Piroz.,\N,Can. J. Bot.,\N,645,44(5),1966
8656,0ba28a9f-2d2d-4861-a335-fee0fb69ebcd,https://www.biodiversitylibrary.org/page/2120111,Mellitiosporium,\N,propolidoides,\N,\N,\N,"(Rehm) Rehm, 1873",0ba28a9f-2d2d-4861-a335-fee0fb69ebcd,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1873,In: Ascomyceten:no. 125.,H.S.L.F.F. Rehm,\N,\N,\N,\N,\N,1873
8659,b3cc2814-15cd-4c3f-8e6f-2af7a394265b,https://www.biodiversitylibrary.org/page/4280618,Mellitiosporium,\N,hysterinum,\N,\N,\N,"(Fr.) Gillet, 1886",b3cc2814-15cd-4c3f-8e6f-2af7a394265b,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1886,"In: Champignons de France, Discom.(8):187.","Gillet, C.-C.",\N,\N,\N,187,Discom.(8),1886
