2246,772cb417-807e-48e7-a7a1-e13ec95a3264,,Geranium,\N,rotundifolium,\N,minus,var.,Weston,f40ef15f-1cce-4441-aa95-fb51ed7cdc84,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1771
6634,8eda9254-3de6-46fc-9330-636da8ea3dbf,,Cupipes,\N,annectans,\N,\N,\N,"Chamberlin, 1941",a36d7142-adb6-49b3-8422-08d7b1e7c0ba,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1941
6793,27c99a62-69ed-48cc-83f9-3c5075757670,,Cryptops,Cryptops,kafbuensis,\N,\N,\N,"Goffinet, 1971",27c99a62-69ed-48cc-83f9-3c5075757670,\N,2006-02-27,1,42,4,2911,\N,8288e264-4b7b-4946-83f6-13c173aa7025,1,\N,\N,0,0,0,1971
3949,80a9817d-6763-442a-b2fe-93eef64863a9,https://www.biodiversitylibrary.org/page/57231178,Mecistocephalus,\N,flavus,\N,\N,\N,"Attems, 1938",80a9817d-6763-442a-b2fe-93eef64863a9,It has been cited also as 'Mecistocephalus mikado var. flavus' in the original description (Attems 1938 - Mém. Mus. natn. Hist. Nat. Paris 6: 330).,2006-02-27,1,42,7,2892,\N,9555012f-a0b7-48cc-acf7-a48504ae2eb2,1,\N,\N,0,0,0,1938
6772,4cbd73ba-a327-48bf-810c-bcd6ca78816d,https://www.biodiversitylibrary.org/page/40557786,Cryptops,Cryptops,haasei,\N,\N,\N,"Attems, 1903",4cbd73ba-a327-48bf-810c-bcd6ca78816d,"Substitute name for Cryptops sulcata Haase, 1887, which was proposed as a substitute name for Cryptops australis Kohlrausch, 1881.",2006-02-27,1,42,4,2911,\N,8288e264-4b7b-4946-83f6-13c173aa7025,1,\N,\N,0,0,0,1903
2563,da30c2cb-3ddc-4e24-97cb-e1902b57da8d,,Geranium,\N,campestre,\N,\N,\N,Schangin in Pall.,e907c7cc-368b-4123-a0cc-ff9bbd48d775,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1793
8821,7b3e6cf3-a6b4-4475-952a-0020871e1351,,Coccomyces,\N,agathidicola,\N,\N,\N,"Spooner, 1990",7b3e6cf3-a6b4-4475-952a-0020871e1351,\N,2017-10-27,1,25,12,8495,\N,1f4cce8f-ac9b-4d21-b03d-14597f2f4d4c,1,\N,\N,0,0,0,1990
6097,8a9ab7d1-ff26-46ef-b461-b2abd511048e,https://www.biodiversitylibrary.org/page/10359730,Thereuonema,\N,annulata,\N,\N,\N,"Verhoeff, 1905",9457ec34-e0ad-46fa-b4f1-ca54c382efed,\N,\N,5,42,\N,\N,\N,\N,0,\N,\N,0,0,0,1905
2416,3f54049a-a08b-4875-8899-27ea058eb8d0,https://www.biodiversitylibrary.org/page/489465,Geranium,\N,phaeum,\N,austriacum,f.,Wiesb.,3684f8d7-3577-46f4-a785-47269c757d1d,\N,\N,5,48,\N,\N,\N,\N,0,\N,\N,0,0,0,1895
9553,d2527db2-4786-438f-9811-b10b08726bea,https://www.biodiversitylibrary.org/page/5750743,Coccomyces,\N,comitialis,\N,\N,\N,"(Batsch) Dearn. & House, 1925",c737033a-944e-4db9-8892-83084cf215fd,\N,\N,5,25,\N,\N,\N,\N,0,\N,\N,0,0,0,1925
