record_id,author,year,title,source,database_id,reference_code
1330,Gilli,1939,\N,In: Repert. Spec. Nov. Regni Veg. 46: 44,48,07a1c0ab-4db1-41b2-9ff2-2168da46dd15
1331,Huds.,1762,\N,In: Fl. Angl. 265,48,1e2fba54-0c6c-4c32-9d10-ed339ee6188c
1332,Ehrenb. ex R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 152,48,bf5522a0-2a03-42d0-a7ed-050043588ed2
1333,Waldst. & Kit. in Waldst.,1803,\N,"In: Descr. Icon. Pl. Hung. 2: 131, tab. 124",48,4a06947a-fd0d-4997-9239-f598bfe65e8c
1334,(Sommier & Levier) Grossh. in Grossh. & Schischk.,1928,\N,In: Sched. Herb. Pl. Or. Exsicc. 14: 36,48,85eafaea-9b58-4b52-bcbb-a8fd9a56f196
1335,Brügger,1885,\N,In: Jahresber. Naturf. Ges. Graubüdens 39: 56,48,71d69280-4f48-4027-a10d-0ab8dc1ff3e8
1336,(C.C. Huang) C.C. Huang & L.R. Xu,1998,\N,In: Fl. Reipub. Pop. Sin. 43(1): 35,48,2a41d9d8-879f-4a28-8080-19657d3c161e
1337,H. Lév.,1904,\N,In: Bull. Soc. Agric. Sarthe 39: 319,48,6fa07b74-65db-4501-81d1-61ab37a71d25
1338,Buch.-Ham. ex D. Don,1825,\N,In: Prodr. Fl. Nepal. 208,48,1425d5bd-3128-4524-a087-cbe60bb6baae
1339,C.C. Huang,1951,\N,"In: Acta Phytotax. Sin. 1: 161, pl. 9",48,939ec97b-8d58-45a3-867a-78c92861b0c1
1340,Royle in Hook. f.,1874,\N,In: Fl. Brit. India 1: 431,48,1dc6118e-9eee-47d2-85c8-13d3a172778a
1341,Z.M. Tan,1994,\N,"In: Bull. Bot. Res., Harbin 14(3): 232, 235 tab. 2",48,b336b1d6-fed6-44a4-bfd1-d06c901225a4
1342,Rusby,1893,\N,In: Mem. Torrey Bot. Club 3(3): 12,48,f183fa86-d863-4fc4-b8c0-782d6dfaf5fa
1343,Franch. & Sav.,1878,\N,In: Enum. Pl. Jap. 2: 307,48,b45b9b73-e47c-4d40-8819-f7778969a434
1344,(S. Watson) Fernald,1935,\N,In: Rhodora 37: 297,48,c993e9f0-5699-45cd-bd8c-e995debf8603
1345,S. Watson,1871,\N,In: Botany [fortieth parallel] 50,48,e660f394-765d-4c0f-9a31-f9b95161a47b
1346,(Britton) Fernald,1941,\N,In: Rhodora 43: 35,48,d3d56435-a979-4156-b2b1-f3d26254a6fe
1347,(S. Watson) Goodd.,1904,\N,In: Bot. Gaz. (Crawfordsville) 37: 56,48,8ffbfee1-f1f6-4a97-a1cc-7eb999ced5c6
1348,Suksd.,1898,\N,In: Deutsche Bot. Monatsschr. 16: 222,48,c84925a4-d977-4d7d-9ced-286bff686c92
1349,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 201,48,4fe2adc5-3c15-4f5b-b816-d7c64a258758
1350,Bobrov in Kom. & al. (eds.),1949,\N,In: Fl. URSS 14: 60,48,8e594581-d7e4-4e94-80d9-085fa2ee8934
1351,Moench,1794,\N,In: Methodus 284,48,46531b93-be38-4e53-9a57-7e22bd8b9b7a
1352,Schrenk,1845,\N,In: Bull. Cl. Phys.-Math. Acad. Imp. Sci. Pétersbourg 3: 308,48,e90262a0-1212-48ad-9a67-7f722553aab9
1353,R. Knuth,1930,\N,In: Repert. Spec. Nov. Regni Veg. 28: 7,48,cdbde72b-d598-43bb-82a5-1157b477a6be
1354,R. Knuth,1906,\N,In: Bot. Jahrb. Syst. 37: 560,48,59f95193-d2a5-49ff-acbe-b32261f7fc4f
1355,Killip,1926,\N,In: J. Wash. Acad. Sci. 16: 569,48,6ea25a6d-b229-477f-820e-73ac2db47abe
1356,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 575,48,d7a5a239-c358-47cb-963b-1efed0c98454
1357,Beck ex R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 90,48,2ffb3ba2-eca5-4853-8d57-19d8e0217f27
1358,Beck,1896,\N,In: Verh. K.K. Zool.-Bot. Ges. Wien 46: 266,48,0f9cbd29-6937-4575-ab11-4d134371bf56
1359,(Beck) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 58,48,2f0329b8-a780-49b8-83ca-5fdc484b60c0
1360,(Freyn) O. Schwarz,1936,\N,In: Repert. Spec. Nov. Regni Veg. 40: 352,48,0381df9a-1501-44aa-83dd-35c5782a50be
1361,(Ohwi) Masam.,1957,\N,In: J. Geobot. 6: [without page or plate number],48,a4f34ace-05a7-4c8b-9bb7-93858c28e23b
1362,Hayata,1908,\N,In: J. Coll. Sci. Imp. Univ. Tokyo 25(19): 65,48,c0bb716f-bff4-4137-844d-005bcb719752
1363,"Pau in Pau, C. Vicioso",1918,\N,"In: Trab. Mus. Nac. Ci. Nat., Ser. Bot. 14: 18",48,d382bed6-aefa-4676-8195-448d9c2f8ecb
1364,Thal ex Bubani,1901,\N,In: Fl. Pyren. 3: 316,48,9e158036-dd6d-4154-ac6c-2cfec4701562
1365,Marcet,1954,\N,"In: Bol. Real Soc. Esp. Hist. Nat., Secc. Biol. 51: 107",48,a9302613-f80e-4792-b7ff-5b37ef91ff0e
1366,(Lindl.) Nyman,1878,\N,In: Consp. Fl. Eur. 138,48,eef1b310-9699-464e-adac-0047ce9b96e9
1367,N. Terracc.,1891,\N,In: Annuario Reale Ist. Bot. Roma 4: 82,48,6de8e021-9f12-4f97-a6fa-7dc174eb714d
1368,Lindl.,1829,\N,In: Syn. Brit. Fl. 57,48,35e15af8-9f91-4e4b-9206-d38bdfcd08ae
1369,Turrill,1928,\N,In: J. Bot. 66: 46,48,a7e7766c-d25c-48a8-8fb4-9f7f51919f5e
1370,(J. Gay) Bonnier & Layens,1894,\N,In: Tabl. 58,48,d5ae84d2-1dbe-42fd-a554-cd9616b5a66f
1371,Hochst. & Steud. in Steud.,1840,\N,In: Nomencl. Bot. ed. 2 1: 677,48,18b2c0b4-fce6-4de3-9397-2975d6e870f2
1372,Labram & Hegetschw. ex R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 51,48,1f983863-7431-43f0-8aec-c6639254aa36
1373,Picard ex B.D. Jacks.,1893,\N,In: Index Kew. 2: 1020,48,a34fa2fc-05fa-4869-ad28-a8517eb49498
1374,R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 51,48,1ab60616-5c6a-48b7-b2bb-fb984054c9be
1375,(N. Terracc.) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 44,48,ed1b6bde-dcf4-4b0a-8cac-8efa1f8ccaae
1376,Gaudin,1829,\N,In: Fl. Helv. 4: 412,48,201b70ff-3996-44b2-98d3-5ba37e370f4a
1377,Picard,1837,\N,In: Mém. Soc. Agric. Boulogne-sur-Mer 1: 122,48,ea2d6006-1ce5-4585-b305-5e7e04646617
1378,Kuntze,1887,\N,In: Trudy Imp. S.-Peterburgsk. Bot. Sada 10: 176,48,4e3d1121-0af6-474c-9c7a-0293a406f09b
1379,(Kuntze) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 44,48,30d33561-3128-4255-83ba-287db9928f9b
1380,(Kuntze) Gams in Hegi,1924,\N,In: Ill. Fl. Mitt.-Eur. 4(3): 1682,48,5a34fd72-5d72-4508-aff5-046df647d028
1381,Godet,1852,\N,In: Fl. Jura 128,48,1937ca02-1130-4946-acab-4f2af35134a6
1382,(Godet) Gams in Hegi,1924,\N,In: Ill. Fl. Mitt.-Eur. 4(3): 1682,48,da911786-e659-48fb-9ec9-7ed494354c30
1383,Baumg. ex Schur,1866,\N,In: Enum. Pl. Transsilv. 138,48,604b128d-c379-416e-acd8-7e517f53fc7c
1384,Schur ex Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 44,48,7cf279ee-4960-4044-b9d9-425561db4668
1385,Schur ex Nyman,1878,\N,In: Consp. Fl. Eur. 138,48,302dd4bf-f14a-4d8a-9160-60d0ed6faaed
1386,(Griseb.) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 44,48,8ed49fee-d4f0-4d63-b5f5-1c222d2d7115
1387,(Griseb.) Borza,1949,\N,In: Consp. Fl. Roman. 2: 174,48,a462a8a5-0d30-4ad8-9d94-e7009479d16a
1388,Patze ex Gams in Hegi,1924,\N,In: Ill. Fl. Mitt.-Eur. 4(3): 1682,48,882801b5-34f1-41dd-9154-f8e251509e77
1389,(Schur) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 44,48,93732cb9-2c9e-452b-9b37-2083b8d960dd
1390,(Schur) Gams in Hegi,1924,\N,In: Ill. Fl. Mitt.-Eur. 4(3): 1682,48,26fd4813-411c-4a94-baef-e561120c2c29
1391,A. Huet ex Nyman,1878,\N,In: Consp. Fl. Eur. 1: 138,48,68819776-52d3-4ec6-9192-23b7a18d591f
1392,R. Fern.,1948,\N,In: Bol. Soc. Brot. ser. 2 22: 69,48,ec97455e-4d28-4b5d-840b-34e609d0886c
1393,Baumg. ex R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 51,48,4b5bf9fd-09fd-47bf-ae54-d946ebb43645
1394,Schur ex R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 51,48,a2a6385c-09cf-4c34-9143-38745f1d5033
1395,Hanks ex Hanks & Small in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 9,48,897c50ad-4082-4201-aa6d-776d17303c4d
1396,Engelm. in A. Gray,1849,\N,In: Amer. Acad. Arts Sci. ser. 2 4(1): 27,48,ddb92019-4f84-4a13-9053-58a078b24840
1397,Engelm. in A. Gray,1862,\N,In: Amer. J. Sci. Arts ser. 2 33: 405,48,18759fd8-ff98-48d1-8e29-7332d7bd6d41
1398,(Engelm.) W.A. Weber,1976,\N,In: Phytologia 33: 105,48,20de58bd-0ae3-40a3-8c49-07ee902f205a
1399,Kuntze,1891,\N,In: Revis. Gen. Pl. 1: 93,48,10eed633-c556-4661-85ec-3e738c91aca4
1400,Engelm. ex A. Nelson & J.F. Macbr.,1913,\N,In: Bot. Gaz. (Crawfordsville) 55: 376,48,46a28c1f-adfc-45d1-8cc1-2ad4b8d49f3d
1401,(A. Heller) W.A. Weber,1983,\N,In: Phytologia 53: 187,48,339db748-f3bd-4849-9b6e-5b1ef5358b67
1402,E. Smerlis,1962,\N,In: Can. J. Bot. 40:352.,25,93146c04-6803-437c-8639-35add69ebd24
1403,A. Heller,1898,\N,In: Bull. Torrey Bot. Club 25: 195,48,906a63a5-d7cc-4202-aee6-b15448c6f80e
1404,Cockerell,1889,\N,In: Hardwicke's Sci.-Gossip. 25: 188,48,9caee2ac-e056-4ffc-b0ad-2d7a651237da
1405,(Wooton & Standl.) W.C. Martin & C.R. Hutchins,1980,\N,In: Fl. New Mexico 1: 1121,48,82deea19-833e-4666-bb56-e6720ed76c32
1406,(Torr. ex A. Gray) Dorn,1988,\N,"In: Vasc. Pl. Wyoming 180, 304",48,03605fb4-d935-4581-b510-32c7cf932ebd
1407,(Hanks) Kearney & Peebles,1939,\N,In: J. Wash. Acad. Sci 29: 485,48,91d45eb7-af8f-450c-b0a7-dff6a6f47d07
1408,(Rydb.) Dorn,1988,\N,"In: Vasc. Pl. Wyoming 180, 304",48,ba471a61-8e79-4cea-96a6-2f325e3015db
1409,(Rydb.) H.D. Harr.,1954,\N,In: Man. Pl. Colorado 641,48,b04e3f23-72d6-4bd1-9338-171e31b7bef0
1410,Torr. ex A. Gray,1849,\N,In: Amer. Acad. Arts Sci. ser. 2 4(1): 26,48,2a4af871-a4f3-4d56-80df-037f2c0fc2c6
1411,Rydb.,1902,\N,In: Bull. Torrey Bot. Club 29: 242,48,da9089bb-d9b3-426b-b303-022fff27cbd3
1412,Rydb.,1906,\N,In: Fl. Colorado 218,48,75f0030f-f9e5-4407-ac32-c9b9fe9dfe18
1413,Rydb. ex Hanks & Small in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 16,48,e8970a2a-288f-4fde-9744-6f35128a5b8a
1414,Engelm. in Wisl.,1848,\N,In: Mem. Tour. N. Mexico 90,48,1d83d38f-7723-4567-90e2-d95927e2ca79
1415,Hanks in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 16,48,6f714e75-a3de-4906-8c6b-fabc80adcd9a
1416,E. James,1823,\N,"In: Account Exped. Pittsburgh Eng. ed. 2: 344, 190",48,98fffa18-d5b6-45af-938a-401fe16c2001
1417,"A.H. Holmgren, N.H. Holmgren",1974,\N,"In: Brittonia 26: 311, fig. 2",48,dbf21d28-20f0-422a-a727-6db021351e99
1418,(Engelm.) A. Heller,1900,\N,In: Cat. N. Amer. Pl. ed. 2 7,48,bccf0cf5-1b13-4aa0-97d0-6122a92267b2
1419,H.E. Moore,1943,\N,In: Contr. Gray Herb. 146: 64,48,4a591d81-09f9-4f71-ac84-8d7f5e5e3e2a
1420,H.E. Moore,1943,\N,"In: Contr. Gray Herb. 146: 65, pl. 3 fig. 6c",48,d9f46afc-6e05-4316-b028-30e138fb000e
1421,(H.E. Moore) H.E. Moore,1951,\N,In: Gentes Herb. 8: 251,48,2f7a2914-03fe-4f11-9dcf-2f8b93126abe
1422,Aschenborn ex R. Knuth in Engl.,1912,\N,In: Pflanzenr. 129.IV (Heft 53): 194,48,5f17f9de-0d68-4366-8dd6-003162db447c
1423,Aschenborn ex R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 194,48,b017e7d9-1352-48ce-8b3d-45e76db26eaa
1424,Rose ex R. Knuth in Engl.,1912,\N,In: Pflanzenr. IV.129 (Heft 53): 194,48,51d6aa43-ea92-4c16-ae16-6721dfed1aec
1425,H.E. Moore,1943,\N,In: Contr. Gray Herb. 146: 63,48,c04b81b9-5658-42d9-8e14-4b4692b2d1ed
1426,(Lange) Borja ex M. Laínz,1976,\N,In: Supl. Ci. Bol. Inst. Estud. Asturianos 22: 19,48,36c3ceb6-2339-4b87-9a98-4671140b2688
1427,(Lange) Malag.,1976,\N,In: Sin. Fl. Ibér. 717,48,ab780dce-848e-4c65-b696-07daf2fa32c9
1428,(Lange) Borja,1953,\N,In: Anales Inst. Bot. Cavanilles 10(2): 402,48,85cd05fe-06aa-47f0-81c5-2d6593d139cb
1429,Lange ex Guinea,1947,\N,In: Anales Jard. Bot. Madrid 7: 343,48,8d3cfecd-58ce-42a4-a627-26cbdb07925e
1430,Carolin,1965,\N,In: Proc. Linn. Soc. New South Wales ser. 2 89: 353,48,738272ab-d809-4dee-a38b-0a5cf70d61e1
1431,Veldkamp,1978,\N,In: Blumea 24(2): 474,48,54c5dae8-c73e-43ec-bec2-93d54c7f3750
1432,Porta,1892,\N,In: Veg. Itin. Iber. 17,48,e1652f59-f5b6-4ceb-afe6-30abed66877c
1433,(Batt. & Pit.) Font Quer,1931,\N,In: Cavanillesia 4: 89,48,9c910351-0599-47bb-a801-a25caaccd2ea
1434,(Maire) Font Quer,1931,\N,In: Cavanillesia 4: 89,48,31132fd4-b59e-460d-b076-ab2c946fb6f0
1435,Maire,1924,\N,"In: Bull. Soc. Hist. Nat. Afrique N. 15: 96, fig. 2",48,e3b33c11-5b01-4ace-9e7f-8694d895327e
1436,Maire,1924,\N,In: Bull. Soc. Hist. Nat. Afrique N. 15: 98,48,8c10032b-d8d3-46ec-869f-51608253109e
1437,Batt. & Pit. in Pit.,1918,\N,In: Contr. Fl. Maroc 8,48,aa51fe4b-2101-41d7-ae36-7e1d33d9f0f0
1438,Batt. & Pit. in Pit.,1919,\N,In: Contrb. Fl. Atlant. 15,48,b4ecfe4b-f005-4b0e-9c88-9c840ae19d99
1439,Hook.,1831,\N,"In: Fl. Bor.-Amer. 1: 116, tab. 40",48,9f65af44-fb07-476a-bacd-0bb89ceb1ac1
1440,Walp.,1842,\N,In: Repert. Bot. Syst. 1: 450,48,c0447412-2991-49ac-9f6e-e6ecbe99b510
1441,H. St. John,1937,\N,In: Fl. Southeast Wash. & Idaho 242,48,919de645-8787-499c-9613-64da44c9c171
1442,Greene in Rydb.,1906,\N,In: Agric. Exp. Sta. Agric. Coll. Colorado Bull. 100: 218,48,a81a6914-21f1-48c1-8bca-1d2fe14ae49e
1443,Raf.,1828,\N,In: Med. Fl. 1: 217,48,21ada9f6-ae69-457d-8c44-271d74e96fad
1444,N. Coleman,1874,\N,In: Kent Sci. Inst. Misc. Publ. 2: 10,48,666d7f39-54b5-480e-9416-685c88eb870d
1445,Raf. ex House,1923,\N,In: Bull. New York State Mus. Nat. Hist. 243-244: 48,48,19dda289-66ab-4c8e-814d-2be3c151ab0f
1446,H.M. Myers,1870,\N,In: Amer. Naturalist 4: 438,48,ccfc3b84-370f-4a67-9912-55e9e2d73df2
1447,N. Terracc.,1907,\N,In: Nuov. Giorn. Bot. Ital. ser. 2 14: 137,48,37ff60cb-5eed-4e20-b71c-f6d22f35482c
1448,H.S.L.F.F. Rehm,1897,\N,In: Bot. Notiser:259.,25,636fb3d7-50e8-4462-a0b0-8ecbafcd005c
1449,Z.M. Tan,1994,\N,"In: Bull. Bot. Res., Harbin 14(3): 231, 234 tab. 1",48,69d0dddb-7719-4472-8d45-1d54af94f001
1450,Aedo & Muñoz Garm.,1996,\N,In: Novon 6: 229,48,c5c7eabc-54b0-480b-a6f0-0ab2bad0970f
1451,(DC.) Malag.,1973,\N,In: Subsp. Var. Geogr. 12,48,6a6f0c24-8dab-4466-b55f-1484f3594f53
1452,(DC.) Krylov in Krylov & al.,1935,\N,In: Fl. Zap. Sibir. 8: 1822,48,00a1c805-bede-443b-b284-00d1a429b659
1453,(DC.) Schmalh.,1895,\N,In: Fl. Ssredn. Jushn. Rossii 1: 194,48,4e673d87-5ea9-4628-a186-4cba435d874d
1454,(Kar. & Kir.) Graebn. in Asch. & Graebn.,1913,\N,In: Syn. Mitteleur. Fl. 7(1): 39,48,4d6dacff-5e7e-4dca-ae0a-72fde5b1f28f
1455,(Kar. & Kir.) P.H. Davis,1970,\N,In: Israel J. Bot. 19: 105,48,ff31a966-9409-48a6-953c-67a455bf719e
1456,Kar. & Kir.,1842,\N,In: Bull. Soc. Imp. Naturalistes Moscou 15(1): 176,48,42b4441f-fb07-456e-aded-c459e280b5c7
1457,(DC.) Kuntze,1887,\N,In: Trudy Imp. S.-Peterburgsk. Bot. Sada 10: 177,48,1eee0ee3-5820-43c7-a026-9b21dfba8280
1458,(Kar. & Kir.) Vved. in Pavlov,1935,\N,In: Fl. Centr. Kazakh. 2: 429,48,84070cc4-8043-4fa1-a1b8-4cd23ddc18a6
1459,Schönb.-Tem. in Rech. f. (ed.),1970,\N,"In: Fl. Iran. 69: 9, tab. 4",48,972567f8-5175-45d4-ac47-45d84f94dc4a
1460,Bobrov in Kom. & al. (eds.),1949,\N,In: Fl. URSS 14: 62,48,e9125f14-ba0c-4eaf-8a5f-006b87b1b413
1461,Nabiev,1982,\N,In: Bot. Mater. Gerb. Inst. Bot. Akad. Nauk Uzbeksk. SSR 20: 33,48,3a6ab1c3-6954-41b6-89b1-edf3f7ad8d70
1462,(Lam.) O. Bolòs & Vigo,1974,\N,In: Butll. Inst. Catalana Hist. Nat. 38: 81,48,30af4206-724f-4817-bfec-0c1c47239fc2
1463,(Coss. ex Batt.) A. Terracc.,1890,\N,In: Malphigia 4: 211,48,feafd74a-f5ce-47fe-bf7a-8dac6b0d2ef0
1464,E.G. Almq.,1916,\N,"In: Svensk Bot. Tidskr. 10: 411, fig. 1A, 2b",48,6ad7e305-f57d-4cb1-a8be-c8b3a8bf28ed
1465,Shuttleworth & Huet in H. Roux,1880,\N,In: Bull. Soc. Bot. Hort. Prov. 1880: 139,48,e92fc209-860c-43a5-85fb-401df29f6ae5
1466,(E.G. Almq.) Lindm.,1925,\N,In: Bot. Soc. Exch. Club Brit. Isles 7: 765,48,b662a295-6784-4c0c-88b8-bfb4dc1a6b01
1467,Small in Underw. & Britton (eds.),1907,\N,In: N. Amer. Fl. 25(1): 11,48,2ed1158a-3f74-412b-8d44-0b366819927d
1468,Himaya,1963,\N,In: J. Jap. Bot. 38: 61,48,b3e72951-6621-4bda-bf4e-015794776545
1469,T. Yamaz.,1993,\N,"In: J. Jap. Bot. 68: 239, fig. 1",48,90e91f82-1d77-4474-85fa-55ca34e2c8b7
1470,F.Z. Li,1984,\N,In: Acta Phytotax. Sin. 22: 152 fig. 2,48,c4651794-01f0-4707-bd71-b73b79f6ab0b
1471,(Nakai) Nakai,1912,\N,In: Bot. Mag. (Tokyo) 26: 261,48,54ce74b3-596a-4ea5-a4a7-50a32d2ff107
1472,Z.M. Tan,1986,\N,"In: Bull. Bot. Res., Harbin 6(2): 56, lam. 8",48,52d68dd0-3092-4b27-86f4-4d525dbafaef
1473,(H. Hara) T. Yamaz.,1993,\N,In: J. Jap. Bot. 68: 239,48,bf0213b9-5ecb-42c0-bf68-7e3af8498749
1474,Hiyama,1963,\N,In: J. Jap. Bot. 38: 62,48,fc4d5a6f-c8d8-438f-a22d-e53b0238cce1
1475,Nakai,1909,\N,In: Bot. Mag. (Tokyo) 23: 100,48,0aaa520c-412c-4a00-9bd7-070598f766fa
1476,Trel.,1888,\N,"In: Mem. Boston Soc. Nat. Hist. 4: 76, pl. 12 fig. 8",48,847347bd-e8f3-43ca-9766-2785f7da229d
1477,A.M. Davis,1945,\N,In: Nat. Leafl. 2: [2],48,bbcdc8c2-8b7b-4005-9c2f-b9257dc67a32
1478,(Coss. ex Batt.) Maire,1930,\N,In: Mém. Soc. Sci. Nat. Maroc 22: 9,48,3da84974-9a92-454b-bb4b-ae6d9465ef90
1479,Maxim.,1880,\N,In: Bull. Acad. Imp. Sci. Saint-Pétersbourg 26: 458,48,ce9df98f-7431-4aa7-a5f7-b78bc15c7986
1480,(H. Hara) H. Hara,1954,\N,In: Enum. Sperm. Jap. 3: 2,48,424297c6-5721-403d-b46c-37ad21ab1925
1481,"G.N. Jones, F.F. Jones",1943,\N,In: Rhodora 45: 36,48,c43e57ed-0e3b-4a27-a575-c9fa0a034c68
1482,L'Hér. in Aiton,1789,\N,In: Hort. Kew. 2: 432,48,cec5eb66-02be-4df6-817c-5eea588ca35c
1483,Burm. f. ex DC.,1824,\N,In: Prodr. 1: 640,48,64b146cd-c698-4597-be13-8b202e59db18
1484,G. Nicholson,1888,\N,"In: Ill. Dict. Gard. 4, suppl.: 548",48,6be98c95-5f70-4b33-8bcd-225a62e55a32
1485,[L'Hér.] Picard,1837,\N,In: Mém. Soc. Agric. Boulogne-sur-Mer 1: 134,48,c14c11e6-fa0b-45d4-9d90-46bf27175e0f
1486,Seliwanoff A.,1884,Materialii k isyceniu russkich tuisiacenogech (Myriapoda),Horae Societatis Entomologicae Rossicae . 18: 69-121,42,775a57a7-de7a-4c6b-889f-54008521f7e2
1487,Attems C.,1929,Myriapoda. 1. Geophilomorpha,"Das Tierreich. De Gruyter, Berlin. 52: 1-388",42,c96195d5-2193-4a7d-89d6-6ab024376e63
1488,Chamberlin R.V.,1952,On the Chilopoda from Turkey,Istanbul Universitesi Orman Fakültesi Dergisi. 17B: 183-258,42,f3be237a-650f-423e-8ef7-e36004ba6b5c
1489,"Folkmanova B., Dobroruka L.J.",1960,Beitrag zur Kenntnis der Chilopoda der U.d.S.S.R.,Zoologichesckii Zhurnal. 39: 1811-1818,42,af462cc8-8224-4e65-b2d4-817d8d47c5e0
1490,Lucas H.,1846,Note sur quelques nouvelles espèces d'insectes qui habitent les possessions francaises du Nord de l'Afrique,Revue Zoologique. 9: 283-289,42,2e57f535-216d-46ce-bbbc-19f17080500f
1491,M. Raciborski,1900,\N,In: Parasit. Alg. Pilze Java's (Jakarta) 3:20.,25,86459ee1-85f6-4ed5-8800-6bffbf51e142
1492,Salinas J.A.,1990,Contribución al conocimiento de los quilópodos de Navarra (Myriapoda: Chilopoda),"Publicaciones de Biologia de la Universidad de Navarra, Serie Zoologica. 20: 1-70",42,f248f8bf-648d-4ad2-b079-dd83c49aaf8e
1493,Attems C.,1952,Myriopoden der Forschungsreise Dr. H. Franz in Spanien 1951 nebst Übersicht über die gesamte iberische Myriopodenfauna,Eos. 28: 323-366,42,b6413de5-216c-4f31-b389-b9e650c854f3
1494,"Minelli A., Bonato L.",2006,European geophilomorph centipedes (Chilopoda: Geophilomorpha): a complete synonymical list with taxonomic and nomenclatural notes,Zootaxa. in progress,42,79144921-54fe-4738-9d98-47c10f195956
1495,Verhoeff K.W.,1943,Chilopoden der Insel Kapri und der Sorrentinischen Halbinsel,Zoologischer Anzeiger . 141: 61-93,42,797da5fb-49b3-42b2-bb48-90c20d24073a
1496,Verhoeff K.W.,1951,Diplopoda Chilopoda und Isopoda terrestria vom Mt. Soratte in Latium,"Zoologische Jahrbücher, Abteilung für Systematik. 80: 205-255",42,b370030f-0ece-48d5-8d14-10fecfb2ac6a
1497,Chamberlin R.V.,1915,New chilopods from Mexico and the West Indies,"Bulletin of the Museum of Comparative Zoology, Harvard College. 59: 493-541",42,d753f8b4-4f78-4d56-a1e6-2db0a0ff9c55
1498,Chamberlin R.V.,1960,Five new western geophilid chilopods,Proceedings of the Biological Society of Washington . 73: 239-244,42,8024f0f9-6441-4772-a0ae-b0de62d7667b
1499,Demange J.-M.,1959,Myriapodes Chilopodes de Madère (Mission de M le Pr. A. Vandel),Revue Française d'Entomologie . 26: 157-166,42,b60e6410-96f3-41d8-b3ec-09cbc43c9b34
1500,Silvestri F.,1905,Fauna Chilensis. Myriapoda,"Zoologische Jahrbücher, Abteilung für Systematik (suppl.). 6(3): 715-772",42,169cf8ad-6efc-4d8f-8fa6-13560b2fcf69
1501,Meinert F.,1870,Myriapoda Musaei Hauniensis. Bitrag til Myriapodernes morphologi og systematik. I. Geophile,Naturhistorisk Tidsskrift. (3)7: 1-128,42,4c7ad39c-cfd2-4533-92ad-845ef227e3d9
1502,"Shear W.A., Peck S.B.",1992,"Centipeds (Chilopoda) and Symphyla of the Galapagos Islands, Ecuador",Canadian Journal of Zoology . 70: 2260-2274,42,86967463-e6d4-4eba-ba4a-102e859942d8
1503,Koch C.L.,1835,Deutschlands Crustaceen Myriapoden und Arachniden. In: (Panzer) Herrich-Schaeffer's Deutschlands Insecten,"Pustet, Regensburg . Heft 136",42,cedfb399-fb1c-4f84-bf59-e66f1682bd8b
1504,Matic Z.,1972,Fauna Republicii Socialiste Romania. Clasa Chilopoda Subclasa Epimorpha,Academiei Republicii Socialiste Romania Bucuresti. 6: 1-220,42,1756c579-6c65-45c2-ae19-2f0ea7ebe227
1505,Muralewitsch W.S.,1926,Übersicht über die Chilopodenfauna des Kaukasus. II. Mitteilung,Zoologischer Anzeiger . 69: 27-44,42,bb348d33-633b-4a51-bb83-7caa657559c1
1506,Verhoeff K.W.,1902,Über einige paläarktische Geophiliden,Zoologischer Anzeiger . 25: 557-561,42,ae90d8dd-aaeb-4d02-82be-16eae418530b
1507,Verhoeff K.W.,1901,"Beiträge zur Kenntnis paläarktischer Myriopoden. XVI. Aufsatz: zur vergleichenden Morphologie, Systematik und Geographie der Chilopoden",Nova Acta Abhandlungen der Kaiserlichen Leopoldinisch-Carolinisch Deutschen Akademie der Naturforscher. 77: 369-465,42,19ef8c7f-e20b-4a80-beed-1464a56464eb
