record_id,author,year,title,source,database_id,reference_code
1508,"Matic Z., Negrea S.G., Fundora Martinez C.",1977,Recherches sur les Chilopodes hypogés de Cuba. In: Résultats des Expéditions Biospéléologiques Cubano-Roumaines à Cuba. II,"Editura Academiei Republicii Socialiste Romania, Bucuresti. 2: 277-301",42,83057ccc-66eb-463a-8367-fe67d10416eb
1509,"Höhnel, F.X.R. von",1917,\N,In: Ber. dt. bot. Ges. 35:419.,25,bd2e836d-61da-4e21-bcf8-61c7a31cbd8a
1510,Verhoeff K.W.,1934,Beiträge zur Systematik und Geographie der Chilopoden,"Zoologische Jahrbücher, Abteilung für Systematik. 66: 1-112",42,721b346f-5b58-404b-97a1-c6151c3e1387
1511,Lawrence R.F.,1960,Myriapodes - Chilopodes,Faune de Madagascar. 12: 1-123,42,435acb97-bf66-48e0-a7c2-2ea4719236bd
1512,Attems C.,1947,Neue Geophilomorpha des Wiener Museums,"Annalen des Naturhistorischen Museums, Wien. 55: 50-149",42,8b68e2bf-dc4c-4e49-9bc9-b48c45b76ba3
1513,Verhoeff K.W.,1943,Über Chilopoden der Türkei. III. Aufsatz,Zoologischer Anzeiger . 143: 116-140,42,cdc4825f-fe16-4475-8cfb-9a8678fe5153
1514,Porat C.O. von,1893,Myriopoder från Vest-och Syd-Afrika,Bihang till Kongliga Svenska Vetenskaps-Akademiens Handlingar . 18(4): 1-51,42,190ef1f2-88d6-427f-bb76-928433e3f462
1515,Selivanov A.,1881,Geophilidae Museia Imperatorskoi Akademii Nauk,Mémoires de l'Académie Impériale des Sciences de St. Petersbourg. 40: 1-27,42,997d27ce-903b-4228-ae96-2faae34192ce
1516,Lucas H.,1849,"Exploration scientifique de l'Algérie pendant les années 1840, 1841, 1842 publiée par ordre du Gouvernement et avec le concours d'une Commission Academique. Sciences Physiques. Zoologie.","A. Bertrand, Paris. 527 pp.",42,df8ad800-302c-4cfa-86cf-91b05d2816b5
1517,Attems C.,1903,Synopsis der Geophiliden,"Zoologische Jahrbücher, Abteilung für Systematik. 18: 155-302",42,317cbb49-86ef-4822-b527-edbecb81ccef
1518,Capuse I.,1968,Contribution à l'étude des espèces appartenant aux genres Insigniporus Att. et Pachymerium C. L. Koch (Geophilomorpha Geophilidae),"""Travaux du Muséum d'Histoire Naturelle ""Gr. Antipa"". 8: 699-719""",42,ec3f7d3b-d3c9-4572-9304-5ab920dfc9ec
1519,"Petrak, Ahmad",1954,\N,In: Sydowia 8(1-6):172.,25,5cd23309-c6cb-4188-96ed-b5e6be67ab96
1520,Attems C.,1934,The Myriapoda of Natal and Zululand,Annals of the Natal Museum. 7: 459-522,42,b9b14046-7211-40e2-a5b8-54a79fcd44dc
1521,Chamberlin R.V.,1941,New genera and species of north American geophiloid centipedes,Annals of the Entomological Society of America . 34: 773-790,42,88fe9362-2f97-412d-9a47-82ddfe4082c2
1522,Crabill R.E. jr.,1962,A new Damothus and a key to the North American dignathodontid genera (Chilopoda; Geophilomorpha; Dignathodontidae),Psyche. 69: 81-86,42,22221fc1-1953-4254-90b7-68397325b5ad
1523,Chamberlin R.V.,1955,Reports of the Lund University Chile Expedition 1948-49. 18. The Chilopoda of the Lund University and California Academy of Science Expeditions,Acta Universitatis Lundensis . N.S. Avd. 2 51(5): 1-61,42,42705dcb-6bf7-44b7-9a70-bb01fd5bb626
1524,Silvestri F.,1909,Descrizioni preliminari di vari artropodi specialmente d'America,Rendiconti della R. Accademia dei Lincei. Classe di Scienze Fisiche Matematiche e Naturali. 18(1): 267-271,42,fe951386-a3fc-4b59-ab6d-05abb48f2af3
1525,Pereira L.A.,1983,Estudios sobre geofilomorfos neotropicales. V. Sobre algunas especies de Schendylidae referidas por Silvestri al género Nannophilus (Chilopoda: Geophilomorpha),"""Bollettino del Laboratorio di Entomologia Agraria ""Filippo Silvestri"". 40: 69-87""",42,8a77dc2a-4e4f-4677-b275-2380e5628924
1526,Pereira L.A.,1984,Estudios sobre geofilomorfos neotropicales. X. Contribución al conocimiento del género Dinogeophilus Silvestri 1909 (Chilopoda: Geophilomorpha: Geophilidae),"""Bollettino del Laboratorio di Entomologia Agraria ""Filippo Silvestri"". 41: 119-138""",42,0aca0782-0997-42a5-bdab-3a98704060ca
1527,Attems C.,1928,The Myriopoda of South Africa,Annals of the South African Museum . 26: 1-431,42,573f3fcc-97cc-479a-a108-df0f168c23e5
1528,Verhoeff K.W.,1941,"Untersuchungen über die Fauna des Hologaeum: Chilopoden, Diplopoden und Land-Isopoden",Zoologischer Anzeiger . 135: 35-41,42,6628f6db-db39-4b37-a1c2-7246061378e8
1529,Chamberlin R.V.,1912,Notes on Geophiloidea from Iowa and some neighbouring states,Canadian Entomologist . 44: 65-72,42,85032b78-ffab-4748-9d66-042ae3934f05
1530,Brölemann H.W.,1897,Matériaux pour servir a une faune des myriapodes de France. - La Feuille des jeunes Naturalistes,Feuille des jeunes Naturalistes. 28 (326): 27-29,42,c25b4f80-2c7c-4712-8b41-34d4262a5d0e
1531,Bonato et al. [in press],2006,[Eurygeophilus],Journal of Natural History. ***,42,f2477da0-4fc2-48a5-8237-6992d530d537
1532,Verhoeff C.,1899,Neues über paläarktische Geophiliden,Zoologischer Anzeiger . 22: 363-368,42,9c0da6d8-228e-41a9-9962-bdbff968f687
1533,Chamberlin R.V.,1938,Three new geophiloid chilopods,Entomological News. 49: 254-255,42,19ba0779-0ec1-4cf1-9772-2e5e4323e0a5
1534,Chamberlin R.V.,1950,Some chilopods from Puerto Rico,Proceedings of the Biological Society of Washington . 63: 155-160,42,8463aa52-48e0-4d9d-b751-f1035e968995
1535,Chamberlin R.V.,1943,On Mexican centipeds,"Bulletin of the University of Utah, Biological Series . 7: 1-55",42,14fe1084-8aa3-4dc4-a7ca-a58b51be87a6
1536,Chamberlin R.V.,1912,The Geophiloidea of the Southeastern States,"Bulletin of the Museum of Comparative Zoology, Harvard College. 54: 405-436",42,a33f41f3-2f09-4c16-b23a-361057c295d8
1537,"Lewis J.G.E., Jones R.E., Keay A.N.",1988,On a new genus and species of centipede (Chilopoda Geophilomorpha Chilenophilidae) from the British Isles,"Journal of Natural History, London. 22: 1657-1663",42,84dc2ec8-e947-4c57-b58f-611a2c5bbf85
1538,Chamberlin R.V.,1944,Chilopods in the collections of Field Museum of Natural History,Field Museum Natural History Publications. Zoological Series. 28: 175-216,42,82d9fa0a-0582-498f-80b9-54935e676b4e
1539,Brolemann H.W.,1927,Trois myriapodes Français nouveaux,Bulletin de la Société d'Histoire Naturelle de Toulouse. 56: 101-110,42,502b6199-992d-4b62-849d-d344d90166fc
1540,"García Ruiz A., Serra A.",2000,"Nuevas citas de chilopodos (Myriapoda, Chilopoda) para la fauna de la peninsula ibérica",Boletin de la Asociation Española de Entomologia . 24: 187-191,42,7c64425c-1b37-4049-8acd-cf45c8f81715
1541,Verhoeff K.W.,1925,Results of Dr. E. Mjöberg's Swedish Scientific Expeditions to Australia 1910-1913. 39. Chilopoda,Arkiv för Zoologi. 17A (3): 1-62,42,dd71f60e-9e1c-4d2b-99b3-99f00677b56d
1542,Verhoeff K.W.,1937,Chilopoden aus Malacca nach den Objecten des Raffles Museum in Singapore,Bulletin of the Raffles Museum . 13: 198-270,42,9f7cf7d3-d48c-4c4d-8ab6-e970fdfef5ce
1543,Chamberlin R.V.,1930,On some centipeds and millipeds from Utah and Arizona,Pan-Pacific Entomologist . 6: 111-121,42,e2c82dfb-fb22-4c55-8c96-ba42fa3ff661
1544,Verhoeff K.W.,1945,Asya hayvanlari ve zoogeografiyasi hakkinda. Asiatische Beiträge. VIII.,Istambul Universitesi Orman Fakültesi Dergisi. 9B: 307-347,42,4d23576f-2ee6-4fa4-ba54-880a923bc024
1545,"Pereira L.A., Hoffman R.L.",1993,The american species of Escaryus a genus of holoarctic centipeds (Geophilomorpha: Schendylidae),Jeffersoniana. 3: 1-72,42,5a2cfefb-4217-478a-93c1-49e9fabff8c2
1546,Silvestri F.,1919,Contributions to a knowledge of the Chilopoda Geophilomorpha of India,"Record of the Indian Museum, Calcutta. 16: 45-107",42,0e9c877e-f4e9-4f25-af82-2e9769d1dee7
1547,Attems C.,1930,"Myriopoden von Java, Sumatra und Bali",Archiv für Hydrobiologie (und Planktonkunde) Stuttgart (suppl.) . 8: 115-182,42,cbc43488-0190-4f1f-800c-5f38283f765e
1548,Chamberlin R.V.,1920,The Myriopoda of the Australian region,"Bulletin of the Museum of Comparative Zoology, Harvard College. 64: 1-269",42,6ebebd9e-7f81-4ac9-8a3e-9b8925f6233e
1549,Crabill R.E. jr.,1964,A preliminary review of Maoriella with description of a new species from the Chatham Islands (Chilopoda: Geophilomorpha: Chilenophilidae),Entomological News. 75: 85-97,42,57b7c934-bc3f-4414-8c21-30d6f42248e2
1550,Archey G.,1936,Revision of the Chilopoda of New Zealand,Record of the Auckland Institute and Museum . 2: 43-70,42,d8685f6c-dac9-4d80-a839-4b23244081db
1551,Crabill R.E. jr.,1964,On the true nature of Schizotaenia with notes on contingent matters (Chilopoda: Geophilomorpha: Chilenophilidae),Entomological News. 75: 33-42,42,c84f7dc3-d740-41c6-922b-69a24d1323e9
1552,Folkmanova B.,1956,[Title in Russian],Zoologichesckii Zhurnal. 35: 1633-1646,42,a233ad20-4a3f-4842-95c9-c5af000de518
1553,Verhoeff K.W.,1938,Zur Kenntnis südafrikanischer Geophilomorphen,Zoologischer Anzeiger . 121: 181-194,42,8e2004b6-d6ec-4638-a192-8e7bfcc867d2
1554,Minelli A.,1982,"Un nuovo chilopodo italiano Acanthogeophilus dentifer, n.g. n.sp. (Geophilomorpha Geophilidae)",Bollettino del Museo Civico di Storia Naturale di Verona. 8 (1981): 235-240,42,8244c187-ccc0-4666-8c06-1e18cd8ecadf
1555,"Foddai D., Pereira L.A., Minelli A.",2000,A catalogue of the geophilomorph centipedes (Chilopoda) from Central and South America including Mexico,Amazoniana. 16: 59-185,42,6a87042c-1b97-4d0b-bf98-f24314fe28af
1556,Silvestri F.,1929,Description of a new genus and species of Geophilidae (Myriapoda Chilopoda) from Madras (India),"Records of the Indian Museum, Calcutta . 31(4): 263-267",42,06941818-36f4-4591-936b-17221633092d
1557,Haase E.,1887,Die Indisch-Australischen Myriopoden. Pt. I. Chilopoden,Abhandlungen und Berichte des Königlichen Zoologischen und. Anthropologisch- Ethnographischen Museums zu Dresden. 5: 1-118,42,b4f792ed-b3f7-4114-be84-b13ec128956d
1558,Cook O.F.,1899,The Geophiloidea of Florida Keys,Proceedings of the entomological Society of Washington. 4: 303-312,42,8c8631b0-aa70-4ecb-8bd0-11c9a17a91da
1559,Porat C.O. von,1894,Zur Myriopodenfauna Kameruns,Bihang till Kongliga Svenska Vetenskaps-Akademiens Handlingar. 20(IV:5): 1-90,42,cf936c47-a2d2-4c81-889b-91082426c15b
1560,Cook O.F.,1896,Geophiloidea from Liberia and Togo,Brandtia. 35-40,42,06be02ea-d366-4a5b-acf1-dbf1051ba9ed
1561,Attems C.,1953,Myriopoden von Indochina. Expedition von Dr. C. Dawydoff (1938-1939),"Mémoires du Muséum National d'Histoire Naturelle Paris, Série A. 5(3): 133-230",42,2c92f185-efa9-4543-a2dd-a407604fba34
1562,Pocock R.I.,1888,Contributions to our knowledge of the Myriopoda of Dominica,Annals and Magazine of Natural History. (6)2: 472-483,42,3230d16b-6307-48e8-9867-c5581b32e9dd
1563,Crabill R.E. jr.,1962,Concerning chilopod types in the British Museum (Natural History). Part I. Chilopoda: Geophilomorpha: Scolopendromorpha,Annals and Magazine of Natural History. 13(5): 505-510,42,2fba32cf-1000-4326-89d4-6960bba12cfb
1564,Folkmanova B.,1929,Eine neue Gattung der Unterfamilie der Geophilinen,Zoologischer Anzeiger . 84: 35-46,42,d766a589-a1d4-466d-a993-3c4c79093e73
1565,Chamberlin R.V.,1953,Geophiloid chilopods of the Hawaiian and other Oceanic islands of the Pacific,Great Basin Naturalist . 13: 75-85,42,0ea1e6c1-f850-4a02-9099-46e7caf8f912
1566,"Bonato L., Foddai D., Minelli A.",2004,The centipede order Geophilomorpha in the Hawaiian Islands (Chilopoda),Bishop Museum Occasional Papers . 78: 13-32,42,cac187f8-ebc3-4a26-96b5-3136d11b8822
1567,Silvestri F.,1907,Neue und wenig bekannte Myriopoden des Naturhistorischen Museums in Hamburg (1. Teil),Mitteilungen aus dem Naturhistorischen Museum in Hamburg. 2: 229-257,42,c0cc928c-9be7-4d5b-87ee-66b6c08e57f6
1568,Chamberlin R.V.,1962,Chilopods secured by the Royal Society Expedition to Southern Chile in 1958-59,University of Utah Biological Series . 12(4): 1-23,42,7207c436-2726-48ea-a445-2604d1e601a2
1569,Verhoeff K.W.,1938,Chilopoden-Studien zur Kenntnis der Epimorphen,"Zoologische Jahrbücher, Abteilung für Systematik. 71: 339-388",42,a5bf0c18-7baa-4568-9c3b-aa74737732d8
1570,Verhoeff K.W.,1941,Myriapoden der Insel Fernando Po. X. Beitrag zu den wissenschaftlichen Ergebnissen der Forschungsreise H. Eidmann nach Spanisch-Guinea 1939/40 (Schluss),Zoologischer Anzeiger . 136: 89-98,42,5c48ce43-5265-4399-b03b-ad747f23420b
1571,Attems C.,1934,Einige neue Geophiliden und Lithobiiden des Hamburger Museums,Zoologischer Anzeiger . 107: 310-317,42,28ce2fed-fa6f-4472-87f5-8822682d3417
1572,Gunthorp H.,1913,Annotated list of the Diplopoda and Chilopoda with a key to the Myriapoda of Kansas,University of Kansas Science Bulletin . 7: 159-182,42,c7d72124-5b7a-470d-975d-12e4681562fd
1573,Takakuwa Y.,1935,[On three Japanese chilopods],Dobutsugaku Zasshi. 47: 289-294,42,c2bfd2d4-5b1e-45af-8d88-edef664f5920
1574,Attems C.,1909,Myriopoda. In: Schulze L. (ed.) Zoologische und anthropologische Ergebnisse einer Forschungsreise im westlichen und zentralen Südafrika ausgeführt in den Jahren 1903-1905 mit Unterstützung der Kgl. Preussischen Akademie der Wissenschaften zu Berlin,Denkschriften der Medizinisch-Naturwissenschaftlichen Gesellschaft zu Jena. 14: 1-52,42,3ffc09de-d189-49a4-b717-8c1f6aecc689
1575,Verhoeff K.W.,1938,Über einige Chilopoden des zoologischen Museums in München,Zoologischer Anzeiger . 123: 123-130,42,3591cd4a-de4e-4430-893e-9e95be72676a
1576,Verhoeff K.W.,1930,Über Myriapoden aus Turkestan,Zoologischer Anzeiger . 91: 243-266,42,2ae0ca2f-00c0-499b-8b23-107bc6a65964
1577,Pocock R.I.,1891,Descriptions of some new Geophilidae in the collection of the British Museum,Annals and Magazine of Natural History. (6)8: 215-227,42,2fe71af7-8331-444b-9035-84b2a9eabbe4
1578,Crabill R.E. jr.,1969,Review of Arenophilus and key to all species,Entomological News. 80: 7-11,42,4fefdf71-5618-449f-885e-6222faed3a33
1579,Chamberlin R.V.,1909,Some records of North American Geophilidae and Lithobiidae. With a description of new species,Annals of the Entomological Society of America . 2: 175-192,42,33c22014-dd8e-42db-90a8-082c18816f6c
1580,Chamberlin R.V.,1943,Some records and descriptions of American chilopods,Proceedings of the Biological Society of Washington . 56: 97-108,42,3c80b486-1e19-4053-8805-80e5baaaaae2
1581,Jones R.E.,1989,On a new species of centipede (Chilopoda Geophilomorpha) from the Isles of Scilly,Journal of Natural History. 23: 627-633,42,1c05b8ae-99ce-4d4e-a88d-a43161f3ee2a
1582,A. Funk & R.B. Sm.,1981,\N,In: Can. J. Bot. 59(9):1610.,25,03edc5ad-8d04-4d2a-a5cd-48a91c8af718
1583,Wood H.C.jr.,1862,On the Chilopoda of North America with a catalogue of all the specimens in the collection of the Smithsonian Institution,Journal of the Academy of Natural Sciences of Philadelphia . (2)5(1): 5-52,42,52a57a03-ff65-4c0e-9edb-a9afdbe50d51
1584,Crabill R.E. jr.,1958,On a collection of centipedes from Wisconsin (Chilopoda),Entomological News. 69: 93-99,42,9c2511a6-a713-4ff7-b0b8-7684b5a5b671
1585,Crabill R.E. jr.,1955,On the identity of the Gunthorp types (Chilopoda: Geophilomorpha: Geophilidae),Canadian Entomologist. 87: 221-223,42,8e4f2cb9-4ffe-48fe-8c7d-3905c2d7a11a
1586,Chamberlin R.V.,1928,Notes on chilopods and diplopods from South-eastern Utah,Entomological News. 39: 307-311,42,c077d9c7-5483-4bd4-9a40-12c5d7de3bda
1587,Chamberlin R.V.,1912,The Chilopoda of California. III.,Pomona College Journal of Entomology . 4: 651-672,42,0cae7d33-f638-414d-8b4b-03a650a3f49e
1588,Dobroruka L.J.,1957,Neue Chilopoden aus dem Böhmischen Mittelgebirge,Zoologischer Anzeiger . 159: 174-179,42,535fc72b-b49a-447c-aa7b-f7aa2a0075e8
1589,Koch C.L.,1847,"System der Myriapoden. In: Herrich-Schäffer L. (ed.), Kritische Revision der Insectenfauna Deutschlands.","Pustet, Regensburg. 3:1-270",42,3c876994-52ea-4bbf-b28d-ac3ad41e1b0f
1590,Verhoeff C.,1898,Beiträge zur Kenntnis paläarktischer Myriopoden. VI. Über paläarktische Geophiliden,Archiv für Naturgeschichte. 64: 335-362,42,03827699-126e-4bee-bf06-7d0615b82819
1591,Verhoeff K.W.,1943,Über Chilopoden aus westbalkanischen Höhlen,Zeitschrift für Karst-und Höhlenkunde. 1942-43: 133-152,42,f4d42396-f2ed-4bab-b543-49a667f94d3c
1592,Attems C.,1909,Die Myriopoden der Vega-Expedition,Arkiv för Zoologi. 5(3): 84 pp.,42,0e74111b-3ddb-4f04-8a52-132c5e9a074b
1593,Loksa I.,1971,Die von K. Lindberg in Afghanistan gesammelten Chilopoden,Senckenbergiana Biologica . 52: 103-112,42,fb85495a-f136-4458-8441-f8526350d677
1594,"Darabantu C., Matic Z.",1969,Genus Clinopodes C. Koch 1847 (Geophilidae - Geophilomorpha) in Fauna Romaniei,"Studia Universitatis Babes-Bolyai, Seria Biologia . 1969: 101-107",42,a8bdd75a-e95a-4c55-aa70-878d317d600b
1595,Verhoeff K.W.,1925,Mediterrane Chilopoden und Notiz zur Periodomorphose der Juliden,Zoologischer Anzeiger . 64: 63-80,42,db138101-8095-410b-9f01-fca15e3167e0
1596,Machado A.,1951,Novos dados sobre os quilópodes de Angola (Colheitas de A. de Barros Machado 1949),Publicações Culturais da Companhia de Diamantes de Angola. 11: 49-74,42,d58087b9-6412-4f96-a29f-413130b4fbe2
1597,Chamberlin R.V.,1940,Diagnoses of ten new chilopods with a new genus of Sogonidae and a key to the species of Lophobius,Pan-Pacific Entomologist . 16: 49-56,42,1586744e-47d5-40b9-87b9-50a506a0eb57
1598,Silvestri F.,1895,"Contribuzione alla conoscenza dei chilopodi, symphyli, pauropodi e diplopodi dell'Umbria e del Lazio",Bollettino della Società Romana per gli Studi Zoologici . 3(5): 191-201,42,98494a1c-f13c-4fd3-af55-3f39849426cf
1599,Minelli A.,1983,On Sardinian centipedes (Chilopoda),Bollettino di Zoologia . 49 (1982): 1-16,42,2b7ba299-6d54-494b-9c7d-96335f8d6c80
1600,Chamberlin R.V.,1940,Two new geophiloid chilopods from Mexico and Texas,Proceedings of the Biological Society of Washington . 53: 65-66,42,4255d6df-2113-412b-9ca7-e0a5ef5ec9a0
1601,Chamberlin R.V.,1918,Myriopods from Okefenokee swamp Ga. and from Natchitoches Parish Louisiana,Annals of the Entomological Society of America . 11: 369-380,42,cce209af-77a7-430a-958b-a7764dc9e523
1602,Crabill R.E. jr.,1963,A preliminary review of Zelanophilus with description of a new Australian species (Chilopoda: Geophilomorpha: Geophilidae),Psyche. 70: 164-169,42,c01e36de-5bb6-4cd9-b81c-01267bd6a2ab
1603,Archey G.,1922,Notes on New Zealand Chilopoda,Record of the Canterbury Museum. 2: 73-76,42,e3186560-8156-46a1-9254-007446d234ee
1604,Chamberlin R.V.,1966,A new genus of chilopod family Dignathodontidae with proposal of two subfamilies (Chilopoda: Geophilomorpha),Proceedings of the Biological Society of Washington . 79: 215-220,42,d8e1c2d0-509a-442f-a061-9196ccf02c0b
1605,Attems C.,1897,Ergebnisse der Hamburger Magalhaensischen Sammelreise herausgegeben vom Naturhistorischen Museum zu Hamburg. 2. Myriopoden,"L. Friederichsen & Co., Hamburg. Lief.2: 1-8",42,9edb966e-5037-4eee-9905-715abc510d0c
1606,"Pereira L.A., Minelli A.",1992,A new record of Schendyloides alacer Pocock 1891) from the Falkland Islands and a redescription of the species Chilopoda Geophilomorpha),Bollettino della Società Entomologica Italiana . 124: 83-90,42,f5a8d8bd-d059-4172-8686-4ee36ea5605b
1607,Chamberlin R.V.,1940,On some chilopods from Barro Colorado Island,Psyche. 47: 66-74,42,ef02af3c-08f8-4861-bd42-dfb788527242
1608,Pocock R.I.,1901,The Chilopoda or centipedes of the Australian Continent,Annals and Magazine of Natural History. (7)8: 451-463,42,1b4e750a-06aa-4d14-bdbe-1a4ef2630237
1609,Newport G.,1845,Monograph of the class Myriapoda order Chilopoda; with observations on the general arrangement of the Articulata,"Transactions of the Linnean Society of London. 19: 265-302, 349-439",42,750da197-3cab-42a0-ad4c-c5f734b492f9
1610,B.A. Ullasa,1970,\N,In: Nova Hedwigia 19(1-2):346.,25,12176132-5b4f-47f3-a5a7-f6e020f7bfdc
1611,Karsch F.,1881,Verzeichniss der wahrend der Rohlf'schen afrikanischen Expedition erbeuteten Myriopoden und Arachniden,Archiv für Naturgeschichte. 47 (1),42,7eade937-89cf-463c-a584-2a651c696f8b
1612,Cook O.F.,1896,An arrangement of the Geophilidae a family of Chilopoda,Proceedings of the United States National Museum . 18: 63-75,42,e0beccc8-499e-413c-bb52-457c7eb31e41
1613,Pocock R.I.,1895,"Chilopoda. In: Godman F. D. & Salvin O. (eds.), Biologia Centrali-Americana","Porter, London. 14: 1-40",42,5bc25515-eca6-4687-aa4e-f3922df6f2f3
1614,Crabill R.E. jr.,1968,On the true identity of Chomatophilus with description of a new species and with key and catalogue of all sogonid genera (Chilopoda: Geophilomorpha: Sogonidae),Proceedings of the Entomological Society of Washington . 70: 323-331,42,9e009149-d064-4dc2-9a7d-d2f0a8292c64
1615,Chamberlin R.V.,1941,New chilopods from Mexico,Pan-Pacific Entomologist . 17: 184-188,42,fd4f763f-bc76-4991-b360-c248e84d277a
1616,Lawrence R.F.,1955,Chilopoda. Results of the Lund University Expedition in 1950-1951,South African Animal Life. 2: 4-56,42,b88351b2-8a68-4197-8c21-96eda7a6efeb
1617,Lawrence R.F.,1963,New Myriapoda from Southern Africa,Annals of the Natal Museum. 15: 297-318,42,003738bf-55ec-4031-ac0d-4026e1024ddc
1618,Lawrence R.F.,1955,A revision of the centipedes (Chilopoda) of Natal and Zululand,Annals of the Natal Museum. 13: 121-174,42,cc3bc715-7ab8-48d5-b6e2-a72e64031992
1619,Dobroruka L.J.,1960,Nomina nova einiger Arten der Gattung Polygonarea Attems 1909 (Chilopoda-Myriapoda),Zoologischer Anzeiger . 165: 400-403,42,52293b3e-8ca8-4137-a016-c6919c7b6240
1620,Lawrence R.F.,1959,A collection of Arachnida and Myriopoda from the Transvaal Museum,Annals of the Transvaal Museum . 23: 363-386,42,6ad3c01c-8e88-4fce-b18a-353fc8b4290b
1621,Lawrence R.F.,1966,The Myriapoda of the Kruger National Park,Zoologica Africana . 2: 225-262,42,462cc49a-a784-4f05-ad4b-9b7e47df28d7
1622,Verhoeff K.W.,1937,South African Geophilomorpha (Myriopoda),Annals of the South African Museum . 32: 95-116,42,45aa1c48-3e49-4744-a0c9-1ac57f9bd321
1623,Verhoeff K.W.,1940,Aliquid novi ex Africa III. Chilopoda-Epimorpha,Zoologischer Anzeiger . 132: 49-62,42,8bafe0eb-3d96-4c01-8002-a6a3fc02d72b
1624,Attems C.,1953,Neue Myriopoden des Belgischen Congo,Annales du Musée Royal du Congo Belge . 18: 1-139,42,5a007b13-bc98-4540-a368-65ef5533420d
1625,Dobroruka L.J.,1958,Chilopoden des Belgischen Congo gesammelt von Prof. Dr. Ing. Herbert Franz,Revue de Zoologie et de Botanique Africaines. 58: 54-61,42,f5ad3f7b-7b31-413f-98dc-8f9007e10385
1626,Attems C.,1937,Chilopoden und Symphylen des Belgischen Congo,Revue de Zoologie et de Botanique Africaines. 29: 317-332,42,b828c955-9c2c-417b-97b2-a903ba21f25b
1627,Silvestri F.,1909,Contribuzioni alla conoscenza dei chilopodi III-IV. Descrizione di alcuni generi e specie di Henicopidae e descrizione di alcuni generi e specie di Geophilomorpha,Bollettino del Laboratorio di Zoologia Generale e Agraria della Regia Scuola Superiore d'Agricoltura. 4: 38-65,42,2e536860-5f49-406b-97da-59a18e7e9692
1628,"Zalesskaja N.T., Titova L.P., Golovatch S.I.",1982,Fauna mnogonoscek (Myriapoda) Podmoskovia. In: Otdel'nyj Ottisk (ed.) Podvennye Bespozvonochnye Moskovskoj Oblasti,"Izdatel'stvo Nauka, Moskva. 179-200",42,43e5286d-eb98-4f3b-8fe5-cb6d8bfbca12
1629,Mc Neill J.,1887,Description of twelve new species of Myriapoda chiefly from Indiana,Proceedings of the United States National Museum . 10: 328-334,42,d4507150-1d49-4a20-a994-72f8c2e58921
1630,Ribaut H.,1910,Sur un genre nouveau de la sous-tribu des Ribautiina Bröl.,Bullettin de la Société d'Histoire Naturelle de Toulouse. 43: 105-126,42,8128456e-942b-4d16-bd05-33e690d028a6
1631,Verhoeff K.W.,1934,"Diplopoda, Symphyla, Pauropoda, Chilopoda. In: Brohmer P., Ehrmann P. & Ulmer G. (eds.) Die Tierwelt Mitteleuropas","Quelle & Meyer, Leipzig. Vol 2, Lief 3: 1-120",42,e006efe9-a649-41f5-86e2-635832443b43
1632,Brolemann H.W.,1930,Éléments d'une faune des myriapodes de France. Chilopodes,"Imprimérie Toulousaine, Toulouse. XIX+405 pp.",42,f78d3117-7942-4dc7-82ab-da66f34314bb
1633,Chamberlin R.V.,1902,Utah chilopods of the Geophilidae,American Naturalist. 36: 473-480,42,955dcd5a-5430-4ff7-8e46-5ee2571a8587
1634,Chamberlin R.V.,1946,A new chilopod genus of the family Sogonidae,Canadian Entomologist. 78: 69-71,42,47151ac8-9c9e-4353-a32f-c5d5d6ca962e
1635,Wood H.C.,1867,Notes on a collection of Californian Myriapoda with the descriptions of a new eastern species,Proceedings of the Academy of Natural Sciences of Philadelphia. [1867]: 127-130,42,5f766ac8-1011-4182-8dfc-9ce1c3cdc560
1636,Takakuwa Y.,1940,"Geophilomorpha. In: Okada et al. (eds.), Fauna Nipponica. Vol. 9, fasc. 8(1)","Sanseido, Tokyo . 1-156",42,e5824e4a-0d79-44c1-9178-2311259ba9c4
1637,Crabill R.E. jr.,1950,On the true identity of Arctogeophilus fulvus (Wood) with some remarks concerning the status of Mecistocephalus melanonotus Wood (Chilopoda: Geophilomorpha: Geophilidae),Canadian Entomologist. 82: 253-256,42,882d67b4-9fc6-41a2-b080-68e5423db141
1638,Latzel R.,1880,Die Myriopoden der Österreichisch-Ungarischen Monarchie,"Fischer, Wien. 1: XV+228 pp.",42,dd7b59fb-777e-4fae-a0eb-2bed410b4263
1639,Attems C.,1909,Äthiopische Myriopoden. Gesammelt von Prof. O. Neumann und K. v. Erlanger,"Zoologische Jahrbücher, Abteilung für Systematik. 27: 391-418",42,13b3c5f9-27a9-4702-aa4c-00fc3c9f1005
